episode,score,average_score,steps,total_steps
105,-248.126264450723,-162.69349253349455,391,30830
106,-561.6053856588019,-167.4036743713702,264,31094
107,-669.4885347135887,-170.7167187924464,327,31421
108,-531.232925264128,-173.15286573930888,115,31536
109,-24.674467860546343,-169.46121209044006,253,31789
110,-25.73971186938749,-168.59833261553504,310,32099
111,-418.50988242348654,-169.53382005419016,285,32384
112,-177.47792048486937,-168.74517881114429,282,32666
113,-115.80420614890888,-165.72700787379043,915,33581
114,-279.8926422052024,-166.67895247903232,539,34120
115,-281.7759936225543,-164.99402330142303,424,34544
116,-497.9852336010746,-166.68197408111988,169,34713
117,95.59677178392558,-163.91755276140637,897,35610
118,-95.49636217151269,-164.08375362444565,1000,36610
119,-70.57066433264393,-163.75168691110994,179,36789
120,-150.50628403343683,-163.81224608148614,82,36871
121,-173.6593402615132,-162.56967101191287,1000,37871
122,2.5612499838631066,-159.87481501926158,271,38142
123,-61.96451937986985,-159.67399846274822,339,38481
124,-290.65062594158974,-161.5484128658619,319,38800
125,-85.24492289619421,-161.1924091675545,129,38929
126,-317.8258450143898,-161.3019339642443,478,39407
127,-329.44755116438694,-162.04524424929113,219,39626
128,3.4310665427069864,-158.96119437058792,203,39829
129,-30.48412979173554,-155.84079128052062,308,40137
130,-36.4880121566311,-155.04895164895203,202,40339
131,-234.02197469739548,-156.48964373628257,345,40684
132,-88.11959440183469,-153.95306116897424,218,40902
133,-120.67649570787745,-152.91056736207713,1000,41902
134,-88.34411165023519,-150.36835793861403,1000,42902
135,-137.11171349434179,-150.0299623011683,1000,43902
136,-117.0552981840926,-150.72946924727873,1000,44902
137,-61.36134145402336,-151.09995128934648,198,45100
138,-143.1178492026607,-151.83679883468034,1000,46100
139,-164.9979596143688,-152.1713092805219,1000,47100
140,-319.83041319189147,-152.9165668169895,170,47270
141,-157.0796949579216,-153.68480352601784,1000,48270
142,-284.7788335557028,-153.63593322302762,392,48662
143,-149.75236937939215,-153.6945587379772,854,49516
144,-249.82967279038297,-153.66069805962474,594,50110
145,-170.619335126169,-153.13838599978087,208,50318
146,-140.09251400786684,-153.76939547723302,1000,51318
147,-57.84493682942834,-152.41130132645912,565,51883
148,-134.98384203534565,-152.14958743410477,1000,52883
149,-125.09459294847626,-153.39320093535235,1000,53883
150,-101.7969866169764,-156.3147422010323,1000,54883
151,-133.82420734804535,-156.8761654037152,1000,55883
152,-65.44076633147256,-157.0252316474855,1000,56883
153,-117.90472494211735,-159.73900843185626,1000,57883
154,-108.7790540719085,-158.79322571570782,1000,58883
155,-105.83731087399667,-159.05867393871853,1000,59883
156,-111.54829234246563,-158.79760948941328,1000,60883
157,-55.59168786119526,-158.35128910155353,570,61453
158,-215.08617062713859,-158.40397817631995,274,61727
159,-124.66558756766034,-157.6174297347956,1000,62727
160,-156.41616152568906,-157.6540270435229,1000,63727
161,-162.39123496053463,-158.34338918879618,273,64000
162,-140.1836696673084,-157.66416242475066,1000,65000
163,-167.47510087209193,-159.2670853571871,1000,66000
164,-114.09447310447982,-159.16788545227152,1000,67000
165,232.3150000775606,-155.6541810670079,539,67539
166,-49.731995924112525,-153.64314006247508,332,67871
167,-149.49481989302336,-153.59176448818454,1000,68871
168,180.06847075205008,-151.87642669689686,756,69627
169,192.34940751893015,-148.79586811255697,507,70134
170,-132.01987474918954,-149.76907281175164,106,70240
171,-98.83241994008563,-147.9288969538077,121,70361
172,-77.7639064827063,-147.36975003722952,1000,71361
173,-155.16646922710453,-145.59986192059856,1000,72361
174,-139.05763796444688,-146.46776247882443,1000,73361
175,-30.569527882467977,-146.51774805151905,1000,74361
176,-132.35443719669632,-147.86923655161675,1000,75361
177,21.611109633996506,-146.83467293224297,308,75669
178,-152.72097068032704,-146.78388549011427,1000,76669
179,-153.76595755669734,-146.53465006214253,1000,77669
180,-125.14623156864971,-145.0101178386044,1000,78669
181,48.37377099069866,-142.89234248466843,307,78976
182,-102.45260983946847,-143.56419346168906,1000,79976
183,-147.38624729168276,-144.90184747564618,1000,80976
184,-147.0807255597536,-148.44100509917925,1000,81976
185,-127.98928602334539,-148.56373054013807,1000,82976
186,-115.87374646450608,-147.5453082990639,1000,83976
187,-156.64734705354246,-148.78262800123576,1000,84976
188,-139.23255495765133,-147.04786931547937,1000,85976
189,-174.93474781132255,-147.7468690620232,944,86920
190,-165.22378452028872,-147.2201634185132,1000,87920
191,-127.360793651303,-147.62759335674502,1000,88920
192,-147.39225364098132,-148.42698252224423,1000,89920
193,-120.76255085072928,-147.53939801221262,1000,90920
194,-45.09969560429715,-147.50089943382036,1000,91920
195,-104.94643698361872,-150.01143802444665,1000,92920
196,-157.2578945069981,-150.46687079953415,1000,93920
197,-106.99800643867697,-150.31323635120998,1000,94920
198,-124.91870634188932,-148.4874343285178,1000,95920
199,-154.52718144715718,-149.4225462491607,1000,96920
200,-493.8020450257715,-152.7536690103516,392,97312
201,272.6550569811809,-146.439688468396,515,97827
202,-86.69812402383477,-142.35662943734116,1000,98827
203,-93.80306347577614,-138.15352187703186,1000,99827
204,-151.43891510569918,-138.3988845880855,1000,100827
205,-96.01764566119114,-136.8777984001902,1000,101827
206,-138.11847935595011,-132.6429293371617,1000,102827
207,-99.8852478544533,-126.94689646857032,1000,103827
208,-99.00738901364222,-122.62464110606548,1000,104827
209,-160.54074918850122,-123.98330391934503,1000,105827
210,-116.05916656074804,-124.88649846625863,1000,106827
211,-143.41182043932793,-122.13551784641703,1000,107827
212,-114.943395821561,-121.51017259978394,1000,108827
213,-147.51661009227828,-121.82729663921764,1000,109827
214,-98.3936335057703,-120.01230655222331,1000,110827
215,-136.661134573834,-118.56115796173611,1000,111827
216,-155.18884186622572,-115.13319404438764,1000,112827
217,-144.29364184495995,-117.5320981806765,1000,113827
218,-151.01030845055288,-118.0872376434669,1000,114827
219,-109.34892239737407,-118.47502022411422,1000,115827
220,-182.80520862194268,-118.79800946999927,1000,116827
221,-119.92607914122821,-118.26067685879642,1000,117827
222,-124.10011730842201,-119.52729053171926,1000,118827
223,-141.68634328790054,-120.32450877079957,1000,119827
224,-121.76623519160569,-118.63566486329974,1000,120827
225,-139.06205544064338,-119.1738361887442,1000,121827
226,-152.55961629916268,-117.52117390159194,1000,122827
227,-65.43900655477736,-114.88108845549583,210,123037
228,-110.48141100260972,-116.02021323094901,1000,124037
229,-111.1383675765304,-116.82675560879696,1000,125037
230,-111.40939202771072,-117.57596940750774,1000,126037
231,-63.638795775618306,-115.87213761828994,1000,127037
232,-147.43962683648436,-116.46533794263645,1000,128037
233,-67.8182550715797,-115.93675553627347,1000,129037
234,-140.42609250497543,-116.4575753448209,1000,130037
235,-76.59701369820415,-115.85242834685951,235,130272
236,-63.763183351971456,-115.3195071985383,192,130464
237,-137.9081661494417,-116.08497544549249,1000,131464
238,-109.81406639270351,-115.75193761739294,1000,132464
239,-114.41068655680454,-115.2460648868173,1000,133464
240,-125.23145011389478,-113.30007525603735,1000,134464
241,-109.4412351015484,-112.8236906574736,428,134892
242,-111.5039683426585,-111.09094200534317,196,135088
243,-151.88606392396488,-111.11227895078888,1000,136088
244,-110.75033394220047,-109.72148556230707,1000,137088
245,-171.86880811266852,-109.73398029217203,782,137870
246,-80.31141335341529,-109.13616928562753,1000,138870
247,-127.21505781566128,-109.82987049548987,1000,139870
248,-103.89999085315834,-109.51903198366799,513,140383
249,-120.69343033501008,-109.47502035753332,1000,141383
250,-178.91768321742447,-110.24622732353782,1000,142383
251,-155.33605858463554,-110.4613458359037,1000,143383
252,-169.7969523786768,-111.50490769637574,1000,144383
253,-123.01445964361302,-111.55600504339071,1000,145383
254,-157.29072939089002,-112.04112179658051,563,145946
255,-206.26833472168983,-113.04543203505746,1000,146946
256,-148.24781266042737,-113.41242723823709,1000,147946
257,-164.9856229948494,-114.50636658957363,1000,148946
258,-168.47626793417922,-114.04026756264402,1000,149946
259,-120.66188872656268,-114.00023057423304,1000,150946
260,-131.4846303785719,-113.75091526276186,1000,151946
261,-163.9700120744077,-113.76670303390061,1000,152946
262,-119.24765293818795,-113.55734286660942,1000,153946
263,-110.21035193984265,-112.9846953772869,1000,154946
264,-138.4653671909851,-113.22840431815195,1000,155946
265,-132.51903850782904,-116.87674470400584,1000,156946
266,-175.15802084110715,-118.13100495317582,994,157940
267,-157.5212132755565,-118.21126888700114,1000,158940
268,-181.87453550460563,-121.83069894956769,782,159722
269,-139.20369173903384,-125.14622994214733,1000,160722
270,-199.9553875816906,-125.82558507047236,1000,161722
271,-183.50856210997617,-126.67234649217126,1000,162722
272,-68.20651304904521,-126.57677255783463,161,162883
273,-116.81333168120207,-126.1932411823756,143,163026
274,-153.71052056738893,-126.33977000840503,1000,164026
275,-158.70117068835597,-127.6210864364639,1000,165026
276,-131.9866571399835,-127.61740863589677,1000,166026
277,-151.45189233263127,-129.34803865556304,1000,167026
278,-105.19355483828035,-128.87276449714258,1000,168026
279,192.27111389557842,-125.4123937826198,475,168501
280,-180.55281784472123,-125.96645964538055,1000,169501
281,-130.3302555918087,-127.75349991120562,1000,170501
282,-173.04099051145937,-128.45938371792553,189,170690
283,-156.3976570935062,-128.54949781594377,1000,171690
284,-153.0071227217126,-128.60876178756334,1000,172690
285,-130.0589218844069,-128.62945814617396,1000,173690
286,-149.19394870763236,-128.96266016860523,1000,174690
287,-125.4396439909363,-128.65058313797914,1000,175690
288,-131.1583034333946,-128.5698406227366,1000,176690
289,-176.49683496133176,-128.58546149423668,1000,177690
290,-138.55282957399945,-128.31875194477377,224,177914
291,-150.47117130965083,-128.54985572135726,1000,178914
292,-160.89566982015603,-128.68488988314903,1000,179914
293,-129.54590055579868,-128.77272338019972,1000,180914
294,-146.57479025039194,-129.78747432666069,1000,181914
295,-116.04991971066529,-129.89850915393114,451,182365
296,-89.73978541336206,-129.22332806299477,1000,183365
297,-133.63452759019287,-129.48969327450993,1000,184365
298,-129.96301525713878,-129.5401363636624,1000,185365
299,-300.72436569125176,-131.00210820610337,931,186296
300,-182.81859511973119,-127.89227370704299,439,186735
301,-154.5284720709499,-132.16410899756428,1000,187735
302,-111.17657369547663,-132.4088934942807,1000,188735
303,-119.6989903876738,-132.66785276339968,1000,189735
304,-45.06948412881615,-131.60415845363084,1000,190735
305,-115.6539621338775,-131.80052161835772,1000,191735
306,-166.68691977735898,-132.08620602257182,1000,192735
307,-156.74834201628283,-132.6548369641901,1000,193735
308,-224.96603084396781,-133.91442338249334,732,194467
309,-178.82028623599226,-134.09721875296825,1000,195467
310,-111.4266394678829,-134.05089348203958,1000,196467
311,-149.1801865071937,-134.10857714271825,1000,197467
312,-108.7722950867803,-134.04686613537046,1000,198467
313,-147.9958688930026,-134.0516587233777,1000,199467
314,-111.31363373110965,-134.18085872563108,1000,200467
315,-144.8662246358839,-134.2629096262516,1000,201467
316,-148.48123266280137,-134.19583353421731,1000,202467
317,-145.66153900138414,-134.2095125057816,1000,203467
318,-141.1447239575901,-134.11085666085194,1000,204467
319,-199.91425727024648,-135.01651000958066,695,205162
320,-134.5930112899734,-134.534388036261,1000,206162
321,-153.41638752685213,-134.8692911201172,1000,207162
322,-172.5100430604168,-135.35339037763714,1000,208162
323,-141.94618106558764,-135.35598875541405,1000,209162
324,-146.2535014015538,-135.60086141751353,1000,210162
325,-172.41054307049933,-135.9343462938121,1000,211162
326,-157.70384447817835,-135.98578857560224,1000,212162
327,-155.61711364840386,-136.8875696465385,1000,213162
328,-188.81814788510349,-137.67093701536348,381,213543
329,-168.11383228919163,-138.2406916624901,1000,214543
330,-123.7965324336103,-138.36456306654907,599,215142
331,-209.3833502206262,-139.82200861099915,513,215655
332,-152.28690704885287,-139.87048141312283,1000,216655
333,-158.28937510493552,-140.77519261345637,1000,217655
334,-80.67105207167508,-140.17764220912338,1000,218655
335,-176.76109036528135,-141.17928297579414,1000,219655
336,-133.72448121068794,-141.8788959543813,1000,220655
337,-133.62328390852628,-141.83604713197215,1000,221655
338,-81.3327386125844,-141.55123385417096,188,221843
339,-188.5631471246266,-142.29275845984918,153,221996
340,-45.146302447989484,-141.49190698319012,186,222182
341,-149.74533304293655,-141.894947962604,1000,223182
342,-133.33154964820974,-142.11322377565952,1000,224182
343,-111.90969688802011,-141.71346010530007,1000,225182
344,-146.53863469864885,-142.07134311286455,1000,226182
345,-107.76134108849664,-141.43026844262286,1000,227182
346,-144.60788137057813,-142.07323312279448,1000,228182
347,-105.32899904613804,-141.85437253509926,1000,229182
348,-171.52890749597736,-142.53066170152746,728,229910
349,-136.64439711925633,-142.6901713693699,1000,230910
350,-111.26033691318369,-142.01359790632748,1000,231910
351,-134.8484660154757,-141.80872198063588,1000,232910
352,-93.78282047882955,-141.0485806616374,1000,233910
353,-116.72194315648957,-140.98565549676616,1000,234910
354,-163.8731626415418,-141.0514798292727,815,235725
355,-109.36998681910224,-140.0824963502468,1000,236725
356,-117.42899855072395,-139.77430820914978,1000,237725
357,-214.9755839812904,-140.27420781901418,691,238416
358,-114.5790370362224,-139.7352355100346,1000,239416
359,-181.43125386088457,-140.34292916137784,921,240337
360,-145.7801381909246,-140.4858842395014,1000,241337
361,-137.86789986436506,-140.22486311740096,1000,242337
362,-101.60997344345877,-140.04848632245364,283,242620
363,-190.52744676856491,-140.8516572707409,187,242807
364,-136.24317145471232,-140.82943531337816,1000,243807
365,-71.27309629594635,-140.21697589125935,312,244119
366,-115.6655463123642,-139.6220511459719,1000,245119
367,-139.64263121586816,-139.44326532537502,1000,246119
368,-138.70656451934858,-139.01158561552245,1000,247119
369,-113.246273519539,-138.75201143332748,1000,248119
370,-121.82489694179795,-137.97070652692855,1000,249119
371,-147.7100379537878,-137.6127212853667,1000,250119
372,-96.40245726325267,-137.89468072750876,1000,251119
373,-139.05520405864212,-138.11709945128317,1000,252119
374,-113.10016348343335,-137.71099588044362,1000,253119
375,-110.98676920405329,-137.2338518656006,1000,254119
376,-138.12556873553822,-137.29524098155613,1000,255119
377,-159.713416413733,-137.37785622236714,1000,256119
378,-144.6747096976768,-137.7726677709611,1000,257119
379,-228.20059667655647,-141.97738487668244,893,258012
380,-107.09264896979936,-141.24278318793324,1000,259012
381,-111.69770449925444,-141.0564576770077,1000,260012
382,-129.42144851337235,-140.62026225702684,1000,261012
383,-44.402189127290946,-139.50030757736468,158,261170
384,-111.69422257529966,-139.08717857590054,1000,262170
385,-144.00742663827626,-139.22666362343926,1000,263170
386,-129.0552401915333,-139.02527653827826,1000,264170
387,-148.77864130021914,-139.25866651137108,1000,265170
388,-127.5307067477212,-139.22239054451435,1000,266170
389,-145.3465933170374,-138.9108881280714,1000,267170
390,-115.83951936182278,-138.68375502594964,1000,268170
391,-127.64451562482007,-138.4554884691013,1000,269170
392,-112.80224943304407,-137.97455426523018,1000,270170
393,-165.07669382239723,-138.32986219789618,1000,271170
394,-205.20901989531177,-138.91620449434538,114,271284
395,-101.27857756304405,-138.76849107286915,1000,272284
396,-109.86889069585804,-138.9697821256941,1000,273284
397,-130.35096188508763,-138.9369464686431,1000,274284
398,-130.24350893405952,-138.93975140541227,1000,275284
399,-145.8530039675137,-137.3910377881749,1000,276284
400,-178.86398648344655,-137.35149170181205,1000,277284
401,-166.39325814415218,-137.47013956254406,1000,278284
402,-160.0002527563072,-137.95837635315237,1000,279284
403,-112.64646142484368,-137.88785106352407,151,279435
404,-92.43930755340746,-138.36154929777,255,279690
405,-159.41482500455692,-138.7991579264768,1000,280690
406,-115.70185619245498,-138.28930729062776,1000,281690
407,-109.45874380270901,-137.816411308492,1000,282690
408,-98.49192520570712,-136.5516702521094,1000,283690
409,-98.80813820595131,-135.75154877180898,179,283869
410,-200.1955780584588,-136.63923815771477,148,284017
411,-61.84679855860625,-135.76590427822893,1000,285017
412,-128.00042394662955,-135.95818556682738,1000,286017
413,-103.38338925963285,-135.51206077049366,366,286383
414,-109.72256611586563,-135.49615009434123,1000,287383
415,-71.67743667774033,-134.7642622147598,1000,288383
416,-147.35400237695478,-134.75298991190132,1000,289383
417,-134.64424610774827,-134.64281698296497,1000,290383
418,-190.6663574775203,-135.13803331816428,472,290855
419,-145.11150245188048,-134.59000576998062,1000,291855
420,-116.3886369106955,-134.40796202618785,1000,292855
421,-154.62417339146964,-134.420039884834,1000,293855
422,-153.88177748913435,-134.2337572291212,1000,294855
423,-159.46906728503689,-134.40898609131568,1000,295855
424,-84.33725046136989,-133.78982358191388,142,295997
425,-124.75255772388658,-133.31324372844773,1000,296997
426,-120.63438319864251,-132.94254911565238,111,297108
427,-137.32121681179427,-132.75959014728627,1000,298108
428,-156.0230117047184,-132.43163878548242,1000,299108
429,-101.29962502461184,-131.7634967128366,1000,300108
430,-139.69006775104052,-131.9224320660109,1000,301108
431,-115.02963244347617,-130.9788948882394,1000,302108
432,-128.74979255696692,-130.74352374332057,1000,303108
433,-123.8950778342762,-130.39958077061397,1000,304108
434,-102.71712117907757,-130.620041461688,1000,305108
435,-643.2780093780447,-135.28521065181565,86,305194
436,-241.4632019941574,-136.36259785965032,186,305380
437,-184.49592849106756,-136.87132430547572,892,306272
438,-135.96351079984873,-137.4176320273484,1000,307272
439,-104.33882242303915,-136.5753887803325,1000,308272
440,-139.48669811621247,-137.5187927370147,1000,309272
441,-135.5752465336997,-137.37709187192235,1000,310272
442,-118.15509067148153,-137.22532728215506,1000,311272
443,-137.43310467172162,-137.4805613599921,1000,312272
444,-159.97055172595537,-137.61488053026517,1000,313272
445,-80.21179622579446,-137.33938508163814,218,313490
446,-161.33965305988443,-137.5067027985312,1000,314490
447,-113.80075981140395,-137.59142040618386,1000,315490
448,-162.3293240708149,-137.49942457193222,1000,316490
449,-114.41341121831132,-137.27711471292278,1000,317490
450,-137.61937389561393,-137.54070508274708,1000,318490
451,-137.13595389941074,-137.56357996158644,1000,319490
452,-159.03884262306215,-138.21614018302876,1000,320490
453,-162.23292705555255,-138.6712500220194,1000,321490
454,-153.19723937917698,-138.56449078939573,1000,322490
455,-150.6999425941587,-138.9777903471463,1000,323490
456,-139.47007594851812,-139.19820112112427,1000,324490
457,-167.46908742207864,-138.72313615553213,1000,325490
458,-153.00755708038014,-139.1074213559737,556,326046
459,-102.3899235928559,-138.31700805329342,1000,327046
460,-154.58620445262963,-138.4050687159105,1000,328046
461,-139.27067461436164,-138.41909646341045,1000,329046
462,-53.17536326718606,-137.93475036164773,1000,330046
463,-154.77186972808872,-137.57719459124294,1000,331046
464,-266.9673468653739,-138.88443634534957,963,332009
465,-81.6741165935274,-138.98844654832538,1000,333009
466,-111.67779412120335,-138.9485690264138,1000,334009
467,-153.75553237929694,-139.08969803804806,1000,335009
468,-157.4013207954725,-139.2766456008093,1000,336009
469,-143.77800921892197,-139.5819629578031,1000,337009
470,-172.08073681291222,-140.08452135651427,1000,338009
471,-151.17157348949502,-140.11913671187133,266,338275
472,-125.12528861237504,-140.40636502536256,1000,339275
473,-149.29753983312506,-140.5087883831074,1000,340275
474,-108.92844040854848,-140.46707115235856,1000,341275
475,-118.74054940207166,-140.54460895433874,1000,342275
476,-135.14341309400092,-140.51478739792336,1000,343275
477,-112.41321248023014,-140.04178535858833,1000,344275
478,-91.74688685113672,-139.51250713012294,1000,345275
479,-122.10117628348513,-138.45151292619224,1000,346275
480,-146.95245650130516,-138.85011100150726,1000,347275
481,-111.82777306831393,-138.85141168719787,1000,348275
482,-88.84082501538752,-138.44560545221802,1000,349275
483,-130.92793289007892,-139.31086288984588,1000,350275
484,-149.9405354218176,-139.69332601831104,1000,351275
485,-109.31324888780607,-139.34638424080637,1000,352275
486,-51.2704704779542,-138.56853654367058,1000,353275
487,-95.97418115760505,-138.04049194224442,1000,354275
488,-147.7718557419771,-138.242903432187,1000,355275
489,-132.03499758323923,-138.109787474849,1000,356275
490,-147.49717135223378,-138.42636399475316,1000,357275
491,-112.89693297456122,-138.27888816825055,1000,358275
492,-159.3866076463306,-138.7447317503834,1000,359275
493,-130.9306313252974,-138.4032711254124,1000,360275
494,-49.20198110398289,-136.84320073749913,1000,361275
495,-150.3706098170511,-137.3341210600392,522,361797
496,-92.97356371567828,-137.1651677902374,1000,362797
497,-71.67843747488467,-136.57844254613536,1000,363797
498,-136.0162953745437,-136.6361704105402,1000,364797
499,-112.99510512332719,-136.30759142209834,1000,365797
500,-71.31953059541232,-135.232146863218,1000,366797
501,-129.12045665567132,-134.85941884833318,1000,367797
502,-71.0642237069979,-133.9700585578401,1000,368797
503,-299.94825912811507,-135.84307653487284,207,369004
504,-101.12198478147084,-135.92990330715344,1000,370004
505,-149.17538789057068,-135.82750893601357,1000,371004
506,-262.6497341565565,-137.2969877156546,957,371961
507,-137.67803490125553,-137.57918062664007,1000,372961
508,-106.1761345684424,-137.65602272026743,150,373111
509,-79.02754875817197,-137.45821682578963,60,373171
510,-131.61860787008268,-136.77244712390583,1000,374171
511,-128.67566483790785,-137.44073578669887,1000,375171
512,-98.19854987067897,-137.14271704593938,1000,376171
513,-67.7912256246109,-136.78679540958913,1000,377171
514,-110.20223949263641,-136.79159214335687,1000,378171
515,-164.73393633981496,-137.72215713997758,1000,379171
516,-147.1568094635682,-137.72018521084374,1000,380171
517,-147.5359657229889,-137.84910240699617,1000,381171
518,-100.692953844764,-136.9493683706686,1000,382171
519,-126.63769610154063,-136.7646303071652,1000,383171
520,-162.54591224736023,-137.22620306053184,1000,384171
521,-130.9289508613317,-136.98925083523045,1000,385171
522,-142.8466980271283,-136.87890004061038,1000,386171
523,-122.87129111603677,-136.51292227892037,1000,387171
524,-135.08205654973153,-137.020370339804,1000,388171
525,-87.65606627267464,-136.6494054252919,1000,389171
526,-282.71771687402315,-138.2702387620457,81,389252
527,-173.20567243842808,-138.629083318312,411,389663
528,-211.0604127773836,-139.17945732903868,993,390656
529,-128.85368884087504,-139.4549979672013,1000,391656
530,-140.23534891841226,-139.460450778875,1000,392656
531,-99.81645946303898,-139.30831904907066,1000,393656
532,-86.26977916001547,-138.88351891510115,1000,394656
533,-119.53039599139912,-138.83987209667237,552,395208
534,-62.47079695010713,-138.43740885438268,1000,396208
535,-149.62331006412242,-133.50086186124344,1000,397208
536,-121.23332637123208,-132.2985631050142,1000,398208
537,-155.6690865494524,-132.01029468559804,1000,399208
538,-149.29280338059064,-132.14358761140545,138,399346
539,-142.72485790605452,-132.52744796623563,436,399782
540,-183.69892890443361,-132.96957027411784,585,400367
541,-119.78223768160696,-132.81164018559693,1000,401367
542,-123.37628449996785,-132.86385212388177,1000,402367
543,-119.794873008403,-132.6874698072486,130,402497
544,-89.8814543334012,-131.98657883332302,1000,403497
545,-91.88946181112242,-132.1033554891763,1000,404497
546,-112.84543096240607,-131.61841326820152,591,405088
