epoch,loss
0,2.7117972373962402
0,0.5541803240776062
0,0.4705103933811188
0,0.5989439487457275
0,1.4697848558425903
0,1.410446047782898
0,0.41632428765296936
0,1.5229783058166504
0,0.3944310247898102
0,0.3266923725605011
0,0.6773883700370789
0,0.3006547689437866
0,0.47695276141166687
0,0.27424487471580505
0,0.05326366797089577
0,0.9259387850761414
0,0.5951868891716003
0,0.2827853262424469
0,0.4811895191669464
0,0.27053868770599365
0,0.9282560348510742
0,0.2531278729438782
0,0.3992268741130829
0,0.3560025095939636
0,0.2035185843706131
0,0.958580732345581
0,0.314128577709198
0,1.1463481187820435
0,0.1770891696214676
0,0.7482783794403076
0,0.7210819125175476
0,1.5453685522079468
0,0.3548583686351776
0,1.917639136314392
0,0.37004613876342773
0,0.6924298405647278
0,0.17337451875209808
0,1.4177204370498657
0,0.6937621831893921
0,0.26991909742355347
0,0.5268810987472534
0,0.18549209833145142
0,0.05407407134771347
0,0.18830753862857819
0,0.8249684572219849
0,0.06792358309030533
0,1.0764801502227783
0,0.9457793831825256
0,0.2898801267147064
0,0.23250435292720795
0,0.6170122623443604
0,0.3849778473377228
0,0.7124670743942261
0,0.0783078670501709
0,0.0004089589056093246
0,0.10192941129207611
0,0.8181265592575073
0,0.2551144063472748
0,0.38501206040382385
0,0.059901218861341476
0,0.2923220694065094
0,0.3333832919597626
0,0.4533952474594116
0,0.09988586604595184
0,0.004904676228761673
0,0.24891327321529388
0,0.0010907178511843085
0,0.38436612486839294
0,0.6626137495040894
0,0.6226791143417358
0,0.42185360193252563
0,0.031829364597797394
0,0.5685362815856934
0,0.4254825711250305
0,0.7282087206840515
0,0.6770507097244263
0,0.04700202867388725
0,0.33715158700942993
0,0.5414557456970215
0,0.057813264429569244
0,0.14306853711605072
0,0.0004717418923974037
0,0.07873698323965073
0,0.04165666922926903
0,0.2562829852104187
0,0.6075886487960815
0,0.08579909056425095
0,0.02982967160642147
0,0.19889819622039795
0,0.19489002227783203
0,0.8094889521598816
0,0.41530874371528625
0,0.05490110069513321
0,0.509189248085022
0,0.2714635133743286
0,0.2237846702337265
0,0.06430352479219437
0,0.46933043003082275
0,0.27765703201293945
0,0.32988423109054565
0,0.6237900257110596
0,0.010365107096731663
0,0.15854737162590027
0,0.1498332917690277
0,0.1397096961736679
0,0.05743031203746796
0,0.09096986800432205
0,0.44590431451797485
0,0.0001851626147981733
0,0.4519667327404022
0,0.3680734932422638
0,0.13648271560668945
0,0.03429613634943962
0,0.41608670353889465
0,0.24435074627399445
0,0.03792855143547058
0,0.15467074513435364
0,0.37908878922462463
0,0.012904577888548374
0,0.30124571919441223
0,0.2939026355743408
0,0.3848114609718323
0,0.3577495515346527
0,3.874039066431578e-06
0,0.2645037770271301
0,0.06975571066141129
0,0.1070750504732132
0,0.2312527447938919
0,0.07565797120332718
0,0.18290694057941437
0,0.23659373819828033
0,4.997964060748927e-05
0,0.00232015922665596
0,0.03295544162392616
0,0.008629173040390015
0,0.2204439789056778
0,0.2079881876707077
0,0.2106473445892334
0,0.10007619857788086
0,0.06513214111328125
0,0.24402709305286407
0,0.31360194087028503
0,0.11532426625490189
0,0.19741737842559814
0,0.013917815871536732
0,0.011170253157615662
0,0.23303714394569397
0,0.02922620065510273
0,0.05885627493262291
0,0.15884898602962494
0,0.0003402110014576465
0,2.337561636522878e-05
0,0.24764084815979004
0,0.00289230328053236
0,0.024433953687548637
0,0.08396437764167786
0,0.23001420497894287
0,0.21957992017269135
0,0.11431468278169632
0,0.08671218156814575
0,0.20289742946624756
0,0.010747494176030159
0,0.1003638356924057
0,0.17486990988254547
0,0.03783898800611496
0,0.008772951550781727
0,0.12439996749162674
0,0.15764260292053223
0,0.21314315497875214
0,0.029636284336447716
0,0.0027936971746385098
0,0.08313401788473129
0,0.044696372002363205
0,0.0301402248442173
0,0.0002811784506775439
0,0.0013965743128210306
0,0.10101374983787537
